Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR
E-A549-Nt	NP_001035541.1	RUFY1	6	6	6.00	1	28|30|0	0.00	0.00	0.00	0.00	0.00	-106.29	0.21	0.54
E-A549-Nt	NP_001035814.1	CYLD	4	4	4.00	1	12|12|0	0.00	0.00	0.00	0.00	0.00	-39.90	0.33	0.54
E-A549-Nt	NP_001035937.1	ABHD12	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001035938.1	ACBD5	31	31	31.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	47.88	310.00	0.00
E-A549-Nt	NP_001035963.1	SLC35A2	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001036189.1	NECTIN2	4	4	4.00	1	3|5|0	0.00	0.00	0.00	0.00	0.00	-8.79	1.00	0.25
E-A549-Nt	NP_001036199.1	SEC24B	100	100	100.00	1	16|13|0	1.00	1.00	1.00	1.00	1.00	69.88	6.90	0.00
E-A549-Nt	NP_001041683.1	SCYL1	34	34	34.00	1	4|5|0	1.00	1.00	1.00	1.00	1.00	25.21	7.56	0.00
E-A549-Nt	NP_001055.1	TKT	23	23	23.00	1	47|47|0	0.00	0.00	0.00	0.00	0.00	-139.62	0.49	0.54
E-A549-Nt	NP_001070674.1	SEC31A	34	34	34.00	1	8|10|0	1.00	1.00	1.00	1.00	1.00	12.84	3.78	0.00
E-A549-Nt	NP_001070710.1	DEPDC7	27	27	27.00	1	20|22|0	0.00	0.00	0.00	0.00	0.00	-35.47	1.29	0.46
E-A549-Nt	NP_001070952.1	SLC38A1	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.19	40.00	0.00
E-A549-Nt	NP_001072987.1	FAM177A1	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.52	60.00	0.00
E-A549-Nt	NP_001073141.1	FNDC3A	24	24	24.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	37.68	240.00	0.00
E-A549-Nt	NP_001076428.1	SCARB1	20	20	20.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	31.79	200.00	0.00
E-A549-Nt	NP_001077059.1	TMEM214	31	31	31.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	47.88	310.00	0.00
E-A549-Nt	NP_001087.2	ACLY	7	7	7.00	1	20|17|0	0.00	0.00	0.00	0.00	0.00	-59.56	0.38	0.54
E-A549-Nt	NP_001091868.1	COPA	29	29	29.00	1	12|11|0	0.34	0.34	0.34	0.34	0.34	-0.65	2.52	0.04
E-A549-Nt	NP_001092902.1	BCAS3	7	7	7.00	1	16|19|0	0.00	0.00	0.00	0.00	0.00	-55.49	0.40	0.54
E-A549-Nt	NP_001093422.2	ITPR1	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.70	80.00	0.00
E-A549-Nt	NP_001098721.1	ZFYVE16	25	25	25.00	1	49|45|0	0.00	0.00	0.00	0.00	0.00	-135.49	0.53	0.54
E-A549-Nt	NP_001106673.1	NACA	4	4	4.00	1	3|7|0	0.00	0.00	0.00	0.00	0.00	-12.17	0.80	0.31
E-A549-Nt	NP_001106818.1	ECE1	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.80	100.00	0.00
E-A549-Nt	NP_001106849.1	FANCI	2	2	2.00	1	19|12|0	0.00	0.00	0.00	0.00	0.00	-60.22	0.13	0.54
E-A549-Nt	NP_001107803.1	CLCN7	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.87	50.00	0.00
E-A549-Nt	NP_001120676.1	HMOX2	29	29	29.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	44.97	290.00	0.00
E-A549-Nt	NP_001120729.1	SLC39A10	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.87	50.00	0.00
E-A549-Nt	NP_001120792.1	UBAP2L	6	6	6.00	1	39|39|0	0.00	0.00	0.00	0.00	0.00	-149.37	0.15	0.54
E-A549-Nt	NP_001120864.1	MYRF	12	12	12.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	19.85	120.00	0.00
E-A549-Nt	NP_001121185.1	ATL1	17	17	17.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	27.36	170.00	0.00
E-A549-Nt	NP_001121361.1	SPG21	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001121903.1	SLC39A14	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.18	40.00	0.00
E-A549-Nt	NP_001123237.1	NSDHL	7	7	7.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	12.10	70.00	0.00
E-A549-Nt	NP_001123368.1	SYTL4	82	82	82.00	1	28|40|0	0.00	0.00	0.00	0.00	0.00	-14.45	2.41	0.34
E-A549-Nt	NP_001124147.1	CLGN	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.81	100.00	0.00
E-A549-Nt	NP_001124479.1	TMEM131L	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
E-A549-Nt	NP_001127951.1	LRRC8D	14	14	14.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	22.87	140.00	0.00
E-A549-Nt	NP_001128567.1	FNDC3B	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.70	80.00	0.00
E-A549-Nt	NP_001129145.1	ATL2	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.80	100.00	0.00
E-A549-Nt	NP_001129245.1	SPATA2	46	46	46.00	1	13|16|0	1.00	1.00	1.00	1.00	1.00	10.73	3.17	0.00
E-A549-Nt	NP_001129392.2	RIC1	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001129505.1	PUF60	10	10	10.00	1	40|0|0	0.00	0.00	0.00	0.00	0.00	-57.30	0.50	0.54
E-A549-Nt	NP_001129671.1	GRAMD1A	30	30	30.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	46.40	300.00	0.00
E-A549-Nt	NP_001132913.1	BCAP31	38	38	38.00	1	9|11|0	1.00	1.00	1.00	1.00	1.00	14.62	3.80	0.00
E-A549-Nt	NP_001132931.1	CNST	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001135.3	AMFR	24	24	24.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	37.78	240.00	0.00
E-A549-Nt	NP_001135748.1	APLP2	9	9	9.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	15.26	90.00	0.00
E-A549-Nt	NP_001135765.1	ARFGAP3	19	19	19.00	1	2|4|0	1.00	1.00	1.00	1.00	1.00	12.52	6.33	0.00
E-A549-Nt	NP_001135766.1	SPART	24	24	24.00	1	22|20|0	0.00	0.00	0.00	0.00	0.00	-39.69	1.14	0.47
E-A549-Nt	NP_001135906.1	OGA	2	2	2.00	1	8|5|0	0.00	0.00	0.00	0.00	0.00	-22.03	0.31	0.54
E-A549-Nt	NP_001135915.1	EDC3	19	19	19.00	1	38|48|0	0.00	0.00	0.00	0.00	0.00	-132.22	0.44	0.54
E-A549-Nt	NP_001136120.1	SAR1A	13	13	13.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	21.39	130.00	0.00
E-A549-Nt	NP_001136408.1	DAGLB	2	2	2.00	1	0|0|0	0.97	0.97	0.97	0.97	0.97	3.61	20.00	0.00
E-A549-Nt	NP_001137484.1	TMX2	10	10	10.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	16.81	100.00	0.00
E-A549-Nt	NP_001137533.1	COPB1	21	21	21.00	1	21|18|0	0.00	0.00	0.00	0.00	0.00	-38.70	1.08	0.47
E-A549-Nt	NP_001137545.1	CHORDC1	4	4	4.00	1	11|12|0	0.00	0.00	0.00	0.00	0.00	-37.85	0.35	0.54
E-A549-Nt	NP_001138238.1	DNAJC7	5	5	5.00	1	2|0|0	0.86	0.86	0.86	0.86	0.86	1.83	5.00	0.01
E-A549-Nt	NP_001138356.1	SLC30A7	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001138508.1	COG2	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.19	40.00	0.00
E-A549-Nt	NP_001138624.1	VPS37A	16	16	16.00	1	19|24|0	0.00	0.00	0.00	0.00	0.00	-53.65	0.74	0.50
E-A549-Nt	NP_001139138.1	GLG1	11	11	11.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	18.33	110.00	0.00
E-A549-Nt	NP_001139325.1	WFS1	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.52	60.00	0.00
E-A549-Nt	NP_001139685.2	TBC1D15	5	5	5.00	1	14|16|0	0.00	0.00	0.00	0.00	0.00	-49.88	0.33	0.54
E-A549-Nt	NP_001153101.1	SLC27A2	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.45	30.00	0.00
E-A549-Nt	NP_001157289.1	DHCR7	15	15	15.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	24.38	150.00	0.00
E-A549-Nt	NP_001157661.1	PLIN3	6	6	6.00	1	30|44|0	0.00	0.00	0.00	0.00	0.00	-140.31	0.16	0.54
E-A549-Nt	NP_001157852.1	STAU2	7	7	7.00	1	22|29|0	0.00	0.00	0.00	0.00	0.00	-88.67	0.27	0.54
E-A549-Nt	NP_001158.2	XIAP	4	4	4.00	1	16|23|0	0.00	0.00	0.00	0.00	0.00	-71.46	0.21	0.54
E-A549-Nt	NP_001158087.1	FZD6	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001159399.1	MKS1	15	15	15.00	1	0|3|0	0.99	0.99	0.99	0.99	0.99	5.00	10.00	0.00
E-A549-Nt	NP_001159575.1	SPINT2	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.66	60.00	0.00
E-A549-Nt	NP_001159583.1	PNPLA6	9	9	9.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	15.27	90.00	0.00
E-A549-Nt	NP_001160163.1	TTK	5	5	5.00	1	18|21|0	0.00	0.00	0.00	0.00	0.00	-68.72	0.26	0.54
E-A549-Nt	NP_001162023.1	NDC1	75	75	75.00	1	0|3|0	1.00	1.00	1.00	1.00	1.00	24.25	50.00	0.00
E-A549-Nt	NP_001165882.1	VANGL1	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.86	50.00	0.00
E-A549-Nt	NP_001166094.1	NEO1	30	30	30.00	1	9|8|0	1.00	1.00	1.00	1.00	1.00	9.70	3.53	0.00
E-A549-Nt	NP_001167568.1	LDHB	14	14	14.00	1	5|6|0	0.41	0.41	0.42	0.42	0.42	-0.33	2.55	0.03
E-A549-Nt	NP_001167630.1	SH2D4A	12	12	12.00	1	16|15|0	0.00	0.00	0.00	0.00	0.00	-37.99	0.77	0.47
E-A549-Nt	NP_001171559.1	SYNJ2	16	16	16.00	1	52|45|0	0.00	0.00	0.00	0.00	0.00	-161.86	0.33	0.54
E-A549-Nt	NP_001171712.1	VDAC2	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.29	40.00	0.00
E-A549-Nt	NP_001174.2	ATP6AP1	12	12	12.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	19.87	120.00	0.00
E-A549-Nt	NP_001177921.1	SLC33A1	12	12	12.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	19.87	120.00	0.00
E-A549-Nt	NP_001177966.1	PSMD1	32	32	32.00	1	11|13|0	0.81	0.81	0.82	0.82	0.82	1.52	2.67	0.01
E-A549-Nt	NP_001180499.1	CSRP1	3	3	3.00	1	3|4|0	0.00	0.00	0.00	0.00	0.00	-8.50	0.86	0.24
E-A549-Nt	NP_001182027.1	ANKRD28	3	3	3.00	1	28|22|0	0.00	0.00	0.00	0.00	0.00	-98.35	0.12	0.54
E-A549-Nt	NP_001182068.1	COG4	3	3	3.00	1	4|0|0	0.07	0.07	0.07	0.07	0.07	-2.54	1.50	0.11
E-A549-Nt	NP_001182085.1	TMEM35B	3	3	3.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	5.44	30.00	0.00
E-A549-Nt	NP_001182156.1	TRPM4	22	22	22.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	34.73	220.00	0.00
E-A549-Nt	NP_001184044.1	GCLC	7	7	7.00	1	6|8|0	0.00	0.00	0.00	0.00	0.00	-15.02	1.00	0.35
E-A549-Nt	NP_001185771.1	CCT2	4	4	4.00	1	26|27|0	0.00	0.00	0.00	0.00	0.00	-101.57	0.15	0.54
E-A549-Nt	NP_001186127.1	TBC1D23	4	4	4.00	1	7|6|0	0.00	0.00	0.00	0.00	0.00	-17.93	0.62	0.54
E-A549-Nt	NP_001186189.1	TOR1AIP2	16	16	16.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	25.86	160.00	0.00
E-A549-Nt	NP_001186307.1	GBF1	55	55	55.00	1	3|0|0	1.00	1.00	1.00	1.00	1.00	18.12	36.67	0.00
E-A549-Nt	NP_001186508.1	SUN2	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.20	40.00	0.00
E-A549-Nt	NP_001186621.1	SLC4A2	18	18	18.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	28.84	180.00	0.00
E-A549-Nt	NP_001186704.1	CPD	5	5	5.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	8.88	50.00	0.00
E-A549-Nt	NP_001188401.1	CORO7	5	5	5.00	1	29|25|0	0.00	0.00	0.00	0.00	0.00	-100.66	0.19	0.54
E-A549-Nt	NP_001192183.1	OCLN	6	6	6.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	10.50	60.00	0.00
E-A549-Nt	NP_001193420.1	MAVS	9	9	9.00	1	19|22|0	0.00	0.00	0.00	0.00	0.00	-63.19	0.44	0.54
E-A549-Nt	NP_001193469.1	CAPZB	7	7	7.00	1	7|13|0	0.00	0.00	0.00	0.00	0.00	-25.68	0.70	0.42
E-A549-Nt	NP_001193976.1	ATRN	4	4	4.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	7.18	40.00	0.00
E-A549-Nt	NP_001209.1	CA12	15	15	15.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	24.38	150.00	0.00
E-A549-Nt	NP_001229326.1	TWF1	4	4	4.00	1	6|9|0	0.00	0.00	0.00	0.00	0.00	-21.79	0.53	0.54
E-A549-Nt	NP_001229761.1	ARFGAP2	32	32	32.00	1	12|12|0	0.81	0.81	0.81	0.81	0.81	1.46	2.67	0.01
E-A549-Nt	NP_001231867.1	TXN	23	23	23.00	1	17|24|0	0.00	0.00	0.00	0.00	0.00	-39.38	1.12	0.47
E-A549-Nt	NP_001238831.1	TNK1	11	11	11.00	1	6|8|0	0.00	0.00	0.00	0.00	0.00	-9.33	1.57	0.27
E-A549-Nt	NP_001243350.1	GPAT3	35	35	35.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	53.64	350.00	0.00
E-A549-Nt	NP_001243728.1	GAPDH	8	8	8.00	1	3|6|0	0.01	0.01	0.01	0.01	0.01	-4.87	1.78	0.16
E-A549-Nt	NP_001244315.1	ABCG2	8	8	8.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	13.69	80.00	0.00
E-A549-Nt	NP_001248755.1	AP3D1	12	12	12.00	1	23|21|0	0.00	0.00	0.00	0.00	0.00	-62.91	0.55	0.54
E-A549-Nt	NP_001253988.1	SNX17	2	2	2.00	1	3|0|0	0.09	0.09	0.09	0.09	0.09	-2.35	1.33	0.09
E-A549-Nt	NP_001254507.1	TOR1AIP1	43	43	43.00	1	0|0|0	1.00	1.00	1.00	1.00	1.00	65.18	430.00	0.00
